N, 0.333333,0.666667,0.4,0.466667,0.333333,0.6,0.533333,0.4,0.333333,0.4,0.333333,0.266667,0.4,0.666667,0.2,0.333333
P, 0.2,0.266667,0.333333,0.4,0.466667,0.533333,0.333333,0.333333,0.133333,0.466667,0.4,0.466667,0.4,0.6,0.4,0.6
N, 0.666667,1,0.6,0.533333,0.266667,0.466667,0.6,0.266667,0.333333,0.2,0.333333,0.666667,0.4,0.666667,0.133333,0.466667
N, 0.2,0.4,0.266667,0.266667,0.133333,0.466667,0.466667,0.933333,0.133333,0.333333,0.4,0.533333,0.4,0.533333,0,0.533333
P, 0.133333,0.4,0.133333,0.266667,0.133333,0.266667,0.733333,0.533333,0.0666667,0.666667,0.4,0.266667,0.0666667,0.666667,0.2,0.533333
P, 0.266667,0.333333,0.333333,0.466667,0.4,0.533333,0.6,0.2,0.133333,0.466667,0.533333,0.4,0.333333,0.733333,0.333333,0.266667
P, 0.2,0.466667,0.2,0.333333,0.133333,0.2,0.933333,0.466667,0.133333,0.8,0.466667,0.2,0,0.666667,0.266667,0.533333
P, 0.2,0.266667,0.333333,0.2,0.133333,0.466667,0.6,0.266667,0.266667,0.8,0.266667,0.2,0.0666667,0.666667,0.2,0.533333
P, 0.2,0.333333,0.333333,0.2,0.133333,0.466667,0.733333,0.266667,0.2,0.8,0.333333,0.133333,0.0666667,0.666667,0.133333,0.533333
N, 0.2,0.266667,0.333333,0.2,0.133333,0.4,0.6,0.2,0.266667,0.666667,0.466667,0.466667,0.333333,0.533333,0.0666667,0.533333
P, 0.333333,0.533333,0.533333,0.4,0.266667,0.4,0.8,0.466667,0.133333,0.733333,0.333333,0.133333,0.0666667,0.666667,0.266667,0.6
P, 0.333333,0.666667,0.466667,0.533333,0.4,0.4,0.4,0.4,0.266667,0.466667,0.4,0.6,0.333333,0.533333,0.466667,0.666667
N, 0.133333,0.133333,0.2,0.266667,0.133333,0.466667,0.533333,0.333333,0.266667,0.466667,0.466667,0.466667,0.333333,0.6,0.133333,0.4
P, 0.4,0.733333,0.6,0.533333,0.466667,0.6,0.533333,0.133333,0.333333,0.866667,0.333333,0.333333,0.2,0.6,0.266667,0.6
N, 0.266667,0.666667,0.266667,0.533333,0.2,0.466667,0.466667,0.933333,0.133333,0.333333,0.4,0.533333,0.4,0.533333,0,0.533333
N, 0.2,0.266667,0.333333,0.2,0.133333,0.466667,0.6,0.2,0.266667,0.666667,0.4,0.4,0.333333,0.6,0,0.466667
P, 0.2,0.533333,0.266667,0.333333,0.133333,0.333333,0.666667,0.666667,0.266667,0.533333,0.4,0.333333,0.133333,0.666667,0.266667,0.533333
N, 0.466667,0.733333,0.533333,0.4,0.2,0.6,0.466667,0.133333,0.266667,0.866667,0.333333,0.533333,0.4,0.533333,0,0.533333
N, 0.666667,0.866667,0.6,0.466667,0.266667,0.266667,0.6,0.266667,0.466667,0.2,0.2,0.733333,0.333333,0.533333,0.133333,0.466667
P, 0.266667,0.733333,0.333333,0.533333,0.2,0.266667,0.8,0.6,0.133333,0.666667,0.4,0.266667,0.0666667,0.666667,0.266667,0.533333
P, 0.4,0.4,0.533333,0.533333,0.6,0.466667,0.6,0.2,0.2,0.533333,0.533333,0.4,0.4,0.733333,0.4,0.333333
P, 0.333333,0.733333,0.533333,0.533333,0.333333,0.4,0.733333,0.2,0.4,0.933333,0.466667,0.266667,0,0.666667,0.2,0.533333
P, 0.333333,0.733333,0.333333,0.533333,0.2,0.333333,0.666667,0.666667,0.266667,0.6,0.4,0.333333,0.133333,0.666667,0.266667,0.533333
N, 0.2,0.333333,0.333333,0.266667,0.133333,0.466667,0.533333,0.2,0.333333,0.666667,0.4,0.466667,0.333333,0.533333,0.0666667,0.466667
N, 0.266667,0.4,0.4,0.266667,0.2,0.466667,0.533333,0.2,0.266667,0.666667,0.4,0.466667,0.333333,0.533333,0,0.466667
P, 0.466667,0.733333,0.666667,0.533333,0.4,0.4,0.733333,0.2,0.4,0.866667,0.4,0.2,0,0.666667,0.2,0.533333
P, 0.466667,1,0.466667,0.533333,0.333333,0.533333,0.6,0.266667,0.266667,0.8,0.333333,0.266667,0.266667,0.733333,0.4,0.4
P, 0.2,0.133333,0.266667,0.266667,0.2,0.4,0.6,0.266667,0.333333,0.6,0.466667,0.266667,0.266667,0.666667,0.2,0.466667
